"{""id"": ""bpTit1"", ""name"": ""Title"", ""field_type"": 0, ""type_options"": {""0"": {""data"": """"}}, ""is_primary"": true}","{""id"": ""bpViw1"", ""name"": ""Views"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpCmt1"", ""name"": ""Comments"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpPub1"", ""name"": ""Published"", ""field_type"": 5, ""type_options"": {""5"": {}}, ""is_primary"": false}","{""id"": ""bpDat1"", ""name"": ""Publish Date"", ""field_type"": 2, ""type_options"": {""2"": {""date_format"": 3, ""time_format"": 1, ""timezone_id"": """"}}, ""is_primary"": false}","{""id"": ""bpCat1"", ""name"": ""Category"", ""field_type"": 3, ""type_options"": {""3"": {""content"": ""{\""options\"": [{\""id\"": \""tech\"", \""name\"": \""Technology\"", \""color\"": \""Blue\""}, {\""id\"": \""biz1\"", \""name\"": \""Business\"", \""color\"": \""Green\""}, {\""id\"": \""dsgn\"", \""name\"": \""Design\"", \""color\"": \""Orange\""}, {\""id\"": \""mkt1\"", \""name\"": \""Marketing\"", \""color\"": \""Purple\""}, {\""id\"": \""eng1\"", \""name\"": \""Engineering\"", \""color\"": \""Yellow\""}, {\""id\"": \""prd1\"", \""name\"": \""Product\"", \""color\"": \""Pink\""}, {\""id\"": \""cult\"", \""name\"": \""Culture\"", \""color\"": \""LightPink\""}, {\""id\"": \""tutr\"", \""name\"": \""Tutorial\"", \""color\"": \""Aqua\""}], \""disable_color\"": false}""}}, ""is_primary"": false}","{""id"": ""bpAuI1"", ""name"": ""Author Index"", ""field_type"": 1, ""type_options"": {""1"": {""scale"": 0, ""format"": 1, ""name"": ""Number"", ""symbol"": """"}}, ""is_primary"": false}","{""id"": ""bpLMd1"", ""name"": ""Last modified"", ""field_type"": 8, ""type_options"": {""8"": {""date_format"": 3, ""time_format"": 1, ""include_time"": true}}, ""is_primary"": false}","{""id"": ""bpCAt1"", ""name"": ""Created at"", ""field_type"": 9, ""type_options"": {""9"": {""date_format"": 3, ""time_format"": 1, ""include_time"": true}}, ""is_primary"": false}"
"{""data"": ""Why We Chose Open Source"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 0}","{""data"": ""4574"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 1}","{""data"": ""64"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 5}","{""data"": ""1675612800"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""cult"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 3}","{""data"": ""126"", ""created_at"": 1700008300, ""last_modified"": 1700008300, ""field_type"": 1}","{""data"": ""1700008300"", ""field_type"": 8}","{""data"": ""1700008300"", ""field_type"": 9}"
"{""data"": ""The Future of Sales"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 0}","{""data"": ""4664"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 1}","{""data"": ""63"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 5}","{""data"": ""1677254400"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 3}","{""data"": ""53"", ""created_at"": 1700008350, ""last_modified"": 1700008350, ""field_type"": 1}","{""data"": ""1700008350"", ""field_type"": 8}","{""data"": ""1700008350"", ""field_type"": 9}"
"{""data"": ""Mastering Product Development for Beginners"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 0}","{""data"": ""416"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 1}","{""data"": ""1"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 5}","{""data"": ""1672675200"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 3}","{""data"": ""194"", ""created_at"": 1700008400, ""last_modified"": 1700008400, ""field_type"": 1}","{""data"": ""1700008400"", ""field_type"": 8}","{""data"": ""1700008400"", ""field_type"": 9}"
"{""data"": ""Why Marketing Automation Matters for Your Business"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 0}","{""data"": ""15758"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 1}","{""data"": ""171"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 5}","{""data"": ""1689091200"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 3}","{""data"": ""161"", ""created_at"": 1700008450, ""last_modified"": 1700008450, ""field_type"": 1}","{""data"": ""1700008450"", ""field_type"": 8}","{""data"": ""1700008450"", ""field_type"": 9}"
"{""data"": ""Common Mobile Development Mistakes to Avoid"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 0}","{""data"": ""3895"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 1}","{""data"": ""5"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 5}","{""data"": ""1712937600"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 3}","{""data"": ""206"", ""created_at"": 1700008500, ""last_modified"": 1700008500, ""field_type"": 1}","{""data"": ""1700008500"", ""field_type"": 8}","{""data"": ""1700008500"", ""field_type"": 9}"
"{""data"": ""Serverless: What You Need to Know"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 0}","{""data"": ""435988"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 1}","{""data"": ""846"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 5}","{""data"": ""1717430400"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 3}","{""data"": ""102"", ""created_at"": 1700008550, ""last_modified"": 1700008550, ""field_type"": 1}","{""data"": ""1700008550"", ""field_type"": 8}","{""data"": ""1700008550"", ""field_type"": 9}"
"{""data"": ""Introduction to Security"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 0}","{""data"": ""48091"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 1}","{""data"": ""601"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 5}","{""data"": ""1709481600"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""cult"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 3}","{""data"": ""70"", ""created_at"": 1700008600, ""last_modified"": 1700008600, ""field_type"": 1}","{""data"": ""1700008600"", ""field_type"": 8}","{""data"": ""1700008600"", ""field_type"": 9}"
"{""data"": ""CI/CD Architecture Explained"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 0}","{""data"": ""3881"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 1}","{""data"": ""52"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 5}","{""data"": ""1721404800"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 3}","{""data"": ""185"", ""created_at"": 1700008650, ""last_modified"": 1700008650, ""field_type"": 1}","{""data"": ""1700008650"", ""field_type"": 8}","{""data"": ""1700008650"", ""field_type"": 9}"
"{""data"": ""Product Development: What You Need to Know"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 0}","{""data"": ""117"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 1}","{""data"": ""2"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 5}","{""data"": ""1682697600"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 3}","{""data"": ""155"", ""created_at"": 1700008700, ""last_modified"": 1700008700, ""field_type"": 1}","{""data"": ""1700008700"", ""field_type"": 8}","{""data"": ""1700008700"", ""field_type"": 9}"
"{""data"": ""How We Scaled REST APIs to 5 Users"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 0}","{""data"": ""4873"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 1}","{""data"": ""39"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 5}","{""data"": ""1674662400"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 3}","{""data"": ""123"", ""created_at"": 1700008750, ""last_modified"": 1700008750, ""field_type"": 1}","{""data"": ""1700008750"", ""field_type"": 8}","{""data"": ""1700008750"", ""field_type"": 9}"
"{""data"": ""Hiring: What You Need to Know"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 0}","{""data"": ""2847"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 1}","{""data"": ""38"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 5}","{""data"": ""1690473600"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 3}","{""data"": ""214"", ""created_at"": 1700008800, ""last_modified"": 1700008800, ""field_type"": 1}","{""data"": ""1700008800"", ""field_type"": 8}","{""data"": ""1700008800"", ""field_type"": 9}"
"{""data"": ""Common Kubernetes Mistakes to Avoid"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 0}","{""data"": ""337"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 1}","{""data"": ""12"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 5}","{""data"": ""1733760000"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 3}","{""data"": ""48"", ""created_at"": 1700008850, ""last_modified"": 1700008850, ""field_type"": 1}","{""data"": ""1700008850"", ""field_type"": 8}","{""data"": ""1700008850"", ""field_type"": 9}"
"{""data"": ""UX Design Architecture Explained"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 0}","{""data"": ""940"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 1}","{""data"": ""4"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 5}","{""data"": ""1692374400"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 3}","{""data"": ""77"", ""created_at"": 1700008900, ""last_modified"": 1700008900, ""field_type"": 1}","{""data"": ""1700008900"", ""field_type"": 8}","{""data"": ""1700008900"", ""field_type"": 9}"
"{""data"": ""Why UI Design Matters for Your Business"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 0}","{""data"": ""200"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 5}","{""data"": ""1717948800"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 3}","{""data"": ""180"", ""created_at"": 1700008950, ""last_modified"": 1700008950, ""field_type"": 1}","{""data"": ""1700008950"", ""field_type"": 8}","{""data"": ""1700008950"", ""field_type"": 9}"
"{""data"": ""Getting Started with Remote Work"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 0}","{""data"": ""43272"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 1}","{""data"": ""733"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 5}","{""data"": ""1675958400"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 3}","{""data"": ""102"", ""created_at"": 1700009000, ""last_modified"": 1700009000, ""field_type"": 1}","{""data"": ""1700009000"", ""field_type"": 8}","{""data"": ""1700009000"", ""field_type"": 9}"
"{""data"": ""The Future of Serverless"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 0}","{""data"": ""301"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 1}","{""data"": ""10"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 5}","{""data"": ""1718985600"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 3}","{""data"": ""23"", ""created_at"": 1700009050, ""last_modified"": 1700009050, ""field_type"": 1}","{""data"": ""1700009050"", ""field_type"": 8}","{""data"": ""1700009050"", ""field_type"": 9}"
"{""data"": ""CI/CD vs Hiring: Which is Better?"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 0}","{""data"": ""97"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 1}","{""data"": ""1"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 5}","{""data"": ""1704384000"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 3}","{""data"": ""215"", ""created_at"": 1700009100, ""last_modified"": 1700009100, ""field_type"": 1}","{""data"": ""1700009100"", ""field_type"": 8}","{""data"": ""1700009100"", ""field_type"": 9}"
"{""data"": ""Why UI Design Matters for Your Business"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 0}","{""data"": ""3334"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 1}","{""data"": ""33"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 5}","{""data"": ""1706198400"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""prd1"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 3}","{""data"": ""149"", ""created_at"": 1700009150, ""last_modified"": 1700009150, ""field_type"": 1}","{""data"": ""1700009150"", ""field_type"": 8}","{""data"": ""1700009150"", ""field_type"": 9}"
"{""data"": ""Remote Work Best Practices"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 0}","{""data"": ""241"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 1}","{""data"": ""11"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 5}","{""data"": ""1730131200"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""eng1"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 3}","{""data"": ""40"", ""created_at"": 1700009200, ""last_modified"": 1700009200, ""field_type"": 1}","{""data"": ""1700009200"", ""field_type"": 8}","{""data"": ""1700009200"", ""field_type"": 9}"
"{""data"": ""Building a Python Strategy"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 0}","{""data"": ""53"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 1}","{""data"": ""1"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 5}","{""data"": ""1733068800"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 3}","{""data"": ""81"", ""created_at"": 1700009250, ""last_modified"": 1700009250, ""field_type"": 1}","{""data"": ""1700009250"", ""field_type"": 8}","{""data"": ""1700009250"", ""field_type"": 9}"
"{""data"": ""The Ultimate Team Management Checklist"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 0}","{""data"": ""381"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 1}","{""data"": ""3"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 5}","{""data"": ""1674576000"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 3}","{""data"": ""49"", ""created_at"": 1700009300, ""last_modified"": 1700009300, ""field_type"": 1}","{""data"": ""1700009300"", ""field_type"": 8}","{""data"": ""1700009300"", ""field_type"": 9}"
"{""data"": ""How We Scaled Content Strategy to 15 Users"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 0}","{""data"": ""344"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 1}","{""data"": ""8"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 5}","{""data"": ""1728230400"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tutr"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 3}","{""data"": ""148"", ""created_at"": 1700009350, ""last_modified"": 1700009350, ""field_type"": 1}","{""data"": ""1700009350"", ""field_type"": 8}","{""data"": ""1700009350"", ""field_type"": 9}"
"{""data"": ""Python in Practice: A Case Study"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 0}","{""data"": ""366"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 5}","{""data"": ""1704124800"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 3}","{""data"": ""48"", ""created_at"": 1700009400, ""last_modified"": 1700009400, ""field_type"": 1}","{""data"": ""1700009400"", ""field_type"": 8}","{""data"": ""1700009400"", ""field_type"": 9}"
"{""data"": ""The State of Marketing Automation in 2024"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 0}","{""data"": ""245"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 1}","{""data"": ""0"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 5}","{""data"": ""1684512000"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""mkt1"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 3}","{""data"": ""24"", ""created_at"": 1700009450, ""last_modified"": 1700009450, ""field_type"": 1}","{""data"": ""1700009450"", ""field_type"": 8}","{""data"": ""1700009450"", ""field_type"": 9}"
"{""data"": ""Why We Chose REST APIs"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 0}","{""data"": ""457"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 1}","{""data"": ""13"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 1}","{""data"": ""No"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 5}","{""data"": ""1721404800"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""tech"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 3}","{""data"": ""70"", ""created_at"": 1700009500, ""last_modified"": 1700009500, ""field_type"": 1}","{""data"": ""1700009500"", ""field_type"": 8}","{""data"": ""1700009500"", ""field_type"": 9}"
"{""data"": ""Advanced Testing Techniques"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 0}","{""data"": ""93"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 1}","{""data"": ""6"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 5}","{""data"": ""1686672000"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""dsgn"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 3}","{""data"": ""84"", ""created_at"": 1700009550, ""last_modified"": 1700009550, ""field_type"": 1}","{""data"": ""1700009550"", ""field_type"": 8}","{""data"": ""1700009550"", ""field_type"": 9}"
"{""data"": ""Common React Mistakes to Avoid"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 0}","{""data"": ""485"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 1}","{""data"": ""16"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 5}","{""data"": ""1698163200"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 3}","{""data"": ""202"", ""created_at"": 1700009600, ""last_modified"": 1700009600, ""field_type"": 1}","{""data"": ""1700009600"", ""field_type"": 8}","{""data"": ""1700009600"", ""field_type"": 9}"
"{""data"": ""Mastering Scrum for Beginners"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 0}","{""data"": ""1550"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 1}","{""data"": ""23"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 1}","{""data"": ""Yes"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 5}","{""data"": ""1689609600"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 2, ""reminder_id"": """", ""is_range"": false, ""include_time"": false, ""end_timestamp"": """"}","{""data"": ""biz1"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 3}","{""data"": ""143"", ""created_at"": 1700009650, ""last_modified"": 1700009650, ""field_type"": 1}","{""data"": ""1700009650"", ""field_type"": 8}","{""data"": ""1700009650"", ""field_type"": 9}"
